,uid,scenario,physical,document,witness,character
7291,ASUYZPEXOLCZT,31,clear_in,clear_in,clear_in,clear_in
7292,ASUYZPEXOLCZT,16,clear_in,none,clear_in,none
7293,ASUYZPEXOLCZT,3,clear_in,none,none,none
7294,ASUYZPEXOLCZT,18,clear_in,clear_in,none,clear_in
7295,ASUYZPEXOLCZT,30,clear_in,none,clear_in,clear_in
7296,ASUYZPEXOLCZT,12,clear_in,clear_in,none,none
7297,ASUYZPEXOLCZT,4,clear_in,clear_in,clear_in,none
7298,ASUYZPEXOLCZT,15,clear_in,none,none,clear_in
7299,ASUYZPEXOLCZT,1,clear_in,clear_in,clear_in,none
7300,ASUYZPEXOLCZT,7,clear_in,clear_in,none,none
7301,ASUYZPEXOLCZT,10,none,clear_in,clear_in,none
7302,ASUYZPEXOLCZT,22,none,clear_in,none,none
7303,ASUYZPEXOLCZT,9,none,none,clear_in,none
7304,ASUYZPEXOLCZT,20,clear_in,none,none,none
7305,ASUYZPEXOLCZT,29,none,none,clear_in,clear_in
7306,ASUYZPEXOLCZT,5,clear_in,none,none,clear_in
7307,ASUYZPEXOLCZT,21,clear_in,clear_in,none,clear_in
7308,ASUYZPEXOLCZT,8,none,clear_in,clear_in,clear_in
7309,ASUYZPEXOLCZT,11,clear_in,clear_in,clear_in,clear_in
7310,ASUYZPEXOLCZT,2,clear_in,none,clear_in,none
7311,ASUYZPEXOLCZT,24,none,clear_in,none,clear_in
7312,ASUYZPEXOLCZT,14,clear_in,none,clear_in,clear_in
7313,ASUYZPEXOLCZT,23,none,clear_in,none,none
7314,ASUYZPEXOLCZT,25,none,clear_in,none,none
7315,ASUYZPEXOLCZT,28,clear_in,none,clear_in,clear_in
7316,A3BPJK7XSOHXM4,19,clear_ex,clear_in,none,clear_in
7317,A3BPJK7XSOHXM4,30,clear_ex,clear_ex,clear_in,none
7318,A3BPJK7XSOHXM4,26,none,ambiguous,ambiguous,clear_ex
7319,A3BPJK7XSOHXM4,17,none,clear_in,clear_in,clear_in
7320,A3BPJK7XSOHXM4,13,ambiguous,clear_ex,clear_in,none
7321,A3BPJK7XSOHXM4,12,none,clear_in,clear_ex,none
7322,A3BPJK7XSOHXM4,5,clear_in,ambiguous,clear_in,none
7323,A3BPJK7XSOHXM4,24,clear_in,clear_ex,clear_ex,none
7324,A3BPJK7XSOHXM4,15,clear_in,clear_in,clear_in,clear_ex
7325,A3BPJK7XSOHXM4,2,none,clear_ex,clear_ex,clear_ex
7326,A3BPJK7XSOHXM4,4,ambiguous,none,clear_in,clear_in
7327,A3BPJK7XSOHXM4,14,clear_ex,clear_ex,none,clear_in
7328,A3BPJK7XSOHXM4,28,clear_ex,clear_in,clear_in,clear_ex
7329,A3BPJK7XSOHXM4,23,clear_in,none,clear_in,clear_ex
7330,A3BPJK7XSOHXM4,27,clear_ex,ambiguous,clear_ex,none
7331,A3BPJK7XSOHXM4,6,none,none,ambiguous,clear_in
7332,A3BPJK7XSOHXM4,8,none,clear_ex,ambiguous,clear_ex
7333,A3BPJK7XSOHXM4,21,ambiguous,clear_ex,clear_ex,clear_in
7334,A3BPJK7XSOHXM4,11,none,clear_in,ambiguous,clear_in
7335,A3BPJK7XSOHXM4,20,clear_in,ambiguous,clear_in,clear_ex
7336,A3BPJK7XSOHXM4,31,clear_ex,none,ambiguous,clear_ex
7337,A3BPJK7XSOHXM4,10,ambiguous,clear_in,clear_in,clear_in
7338,A3BPJK7XSOHXM4,3,clear_ex,none,clear_ex,clear_in
7339,A3BPJK7XSOHXM4,9,clear_in,none,clear_in,none
7340,A3BPJK7XSOHXM4,22,ambiguous,clear_in,none,clear_in
7341,A3BPJK7XSOHXM4,29,clear_in,clear_in,ambiguous,clear_in
7342,A3BPJK7XSOHXM4,7,none,ambiguous,clear_ex,clear_ex
7343,A3BPJK7XSOHXM4,16,ambiguous,clear_ex,clear_in,clear_in
7344,A3BPJK7XSOHXM4,1,ambiguous,clear_in,ambiguous,none
7345,A3BPJK7XSOHXM4,25,clear_in,ambiguous,clear_ex,none
7346,A3BPJK7XSOHXM4,18,clear_ex,clear_ex,clear_in,clear_in
7347,ACMDY31Q38UPZ,11,clear_in,clear_in,none,clear_in
7348,ACMDY31Q38UPZ,25,clear_in,none,clear_in,clear_in
7349,ACMDY31Q38UPZ,30,clear_in,clear_in,clear_in,clear_in
7350,ACMDY31Q38UPZ,20,none,clear_in,none,none
7351,ACMDY31Q38UPZ,16,clear_in,none,clear_in,none
7352,ACMDY31Q38UPZ,4,clear_in,none,none,none
7353,ACMDY31Q38UPZ,10,none,clear_in,clear_in,none
7354,ACMDY31Q38UPZ,6,none,clear_in,none,clear_in
7355,ACMDY31Q38UPZ,23,none,none,clear_in,clear_in
7356,ACMDY31Q38UPZ,2,none,none,clear_in,none
7357,ACMDY31Q38UPZ,26,clear_in,none,none,clear_in
7358,ACMDY31Q38UPZ,31,clear_in,clear_in,clear_in,none
7359,ACMDY31Q38UPZ,7,clear_in,clear_in,none,none
7360,ACMDY31Q38UPZ,9,none,clear_in,clear_in,clear_in
7361,ACMDY31Q38UPZ,19,clear_in,clear_in,clear_in,clear_in
7362,ACMDY31Q38UPZ,5,clear_in,none,clear_in,clear_in
7363,ACMDY31Q38UPZ,13,none,none,clear_in,none
7364,ACMDY31Q38UPZ,3,clear_in,none,none,none
7365,ACMDY31Q38UPZ,29,none,none,clear_in,clear_in
7366,ACMDY31Q38UPZ,28,none,clear_in,clear_in,clear_in
7367,ACMDY31Q38UPZ,18,clear_in,clear_in,none,none
7368,ACMDY31Q38UPZ,12,clear_in,clear_in,none,clear_in
7369,ACMDY31Q38UPZ,8,none,clear_in,clear_in,none
7370,ACMDY31Q38UPZ,22,none,clear_in,none,none
7371,ACMDY31Q38UPZ,27,none,clear_in,none,clear_in
7372,ACMDY31Q38UPZ,15,clear_in,none,none,clear_in
7373,ACMDY31Q38UPZ,14,clear_in,none,clear_in,none
7374,ACMDY31Q38UPZ,24,clear_in,clear_in,clear_in,none
7375,ACMDY31Q38UPZ,17,none,clear_in,none,none
7376,ACMDY31Q38UPZ,21,clear_in,none,clear_in,clear_in
7377,ACMDY31Q38UPZ,1,none,clear_in,none,clear_in
7378,A189OY9QEDBF9H,28,ambiguous,none,none,none
7379,A189OY9QEDBF9H,6,ambiguous,none,clear_ex,clear_in
7380,A189OY9QEDBF9H,11,none,ambiguous,clear_ex,clear_in
7381,A189OY9QEDBF9H,15,ambiguous,clear_ex,clear_in,clear_in
7382,A189OY9QEDBF9H,17,clear_in,none,ambiguous,clear_ex
7383,A189OY9QEDBF9H,10,none,clear_in,clear_ex,none
7384,A189OY9QEDBF9H,19,clear_in,clear_ex,clear_in,clear_in
7385,A189OY9QEDBF9H,22,clear_in,clear_in,ambiguous,clear_in
7386,A189OY9QEDBF9H,26,clear_ex,clear_ex,ambiguous,clear_in
7387,A189OY9QEDBF9H,8,clear_ex,none,ambiguous,clear_ex
7388,A189OY9QEDBF9H,12,clear_in,clear_ex,clear_in,clear_ex
7389,A189OY9QEDBF9H,14,clear_ex,clear_in,ambiguous,clear_in
7390,A189OY9QEDBF9H,25,ambiguous,clear_ex,ambiguous,clear_in
7391,A189OY9QEDBF9H,13,ambiguous,ambiguous,ambiguous,clear_ex
7392,A189OY9QEDBF9H,20,clear_ex,none,none,clear_in
7393,A189OY9QEDBF9H,7,clear_ex,clear_ex,clear_ex,none
7394,A189OY9QEDBF9H,24,clear_ex,clear_ex,ambiguous,clear_ex
7395,A189OY9QEDBF9H,30,clear_in,clear_ex,none,none
7396,A189OY9QEDBF9H,23,clear_ex,clear_ex,clear_in,clear_in
7397,A189OY9QEDBF9H,3,clear_in,clear_ex,clear_in,none
7398,A189OY9QEDBF9H,16,clear_ex,clear_in,clear_ex,clear_in
7399,A189OY9QEDBF9H,2,clear_ex,clear_in,clear_ex,clear_ex
7400,A189OY9QEDBF9H,29,clear_in,ambiguous,none,clear_ex
7401,A189OY9QEDBF9H,27,clear_ex,clear_in,clear_in,none
7402,A189OY9QEDBF9H,18,clear_in,clear_in,none,clear_ex
7403,A189OY9QEDBF9H,4,none,none,clear_in,none
7404,A189OY9QEDBF9H,21,clear_ex,clear_in,clear_in,clear_ex
7405,A189OY9QEDBF9H,31,clear_ex,clear_ex,ambiguous,none
7406,A189OY9QEDBF9H,9,none,none,clear_ex,clear_ex
7407,A189OY9QEDBF9H,5,ambiguous,ambiguous,none,clear_in
7408,A189OY9QEDBF9H,1,ambiguous,clear_in,none,none
7409,A3OF9HAEZVBQ3G,17,ambiguous,clear_in,clear_ex,none
7410,A3OF9HAEZVBQ3G,12,none,ambiguous,clear_ex,clear_in
7411,A3OF9HAEZVBQ3G,1,clear_in,none,clear_ex,clear_in
7412,A3OF9HAEZVBQ3G,7,clear_ex,ambiguous,clear_in,none
7413,A3OF9HAEZVBQ3G,21,none,clear_in,clear_in,none
7414,A3OF9HAEZVBQ3G,9,none,none,ambiguous,none
7415,A3OF9HAEZVBQ3G,4,clear_ex,clear_ex,none,clear_ex
7416,A3OF9HAEZVBQ3G,13,ambiguous,none,ambiguous,none
7417,A3OF9HAEZVBQ3G,29,ambiguous,none,clear_ex,none
7418,A3OF9HAEZVBQ3G,18,ambiguous,none,clear_ex,clear_in
7419,A3OF9HAEZVBQ3G,11,ambiguous,ambiguous,clear_ex,clear_in
7420,A3OF9HAEZVBQ3G,30,clear_ex,ambiguous,none,none
7421,A3OF9HAEZVBQ3G,23,clear_ex,none,none,none
7422,A3OF9HAEZVBQ3G,22,clear_ex,none,ambiguous,clear_ex
7423,A3OF9HAEZVBQ3G,8,none,clear_ex,clear_ex,clear_in
7424,A3OF9HAEZVBQ3G,10,ambiguous,clear_ex,clear_ex,clear_in
7425,A3OF9HAEZVBQ3G,31,clear_ex,clear_in,none,clear_in
7426,A3OF9HAEZVBQ3G,15,ambiguous,clear_in,clear_in,none
7427,A3OF9HAEZVBQ3G,20,clear_ex,ambiguous,none,clear_in
7428,A3OF9HAEZVBQ3G,3,clear_in,ambiguous,none,none
7429,A3OF9HAEZVBQ3G,16,clear_ex,none,ambiguous,clear_in
7430,A3OF9HAEZVBQ3G,19,clear_in,ambiguous,clear_in,none
7431,A3OF9HAEZVBQ3G,2,clear_in,clear_in,none,clear_ex
7432,A3OF9HAEZVBQ3G,27,ambiguous,clear_ex,clear_in,clear_in
7433,A3OF9HAEZVBQ3G,25,ambiguous,clear_ex,ambiguous,clear_in
7434,A3OF9HAEZVBQ3G,28,ambiguous,clear_in,ambiguous,clear_ex
7435,A3OF9HAEZVBQ3G,14,clear_in,none,none,clear_in
7436,A3OF9HAEZVBQ3G,24,none,clear_ex,clear_ex,clear_ex
7437,A3OF9HAEZVBQ3G,6,ambiguous,clear_in,clear_in,clear_in
7438,A3OF9HAEZVBQ3G,5,clear_in,none,ambiguous,clear_in
7439,A3OF9HAEZVBQ3G,26,none,ambiguous,none,clear_in
7440,A19V3A2N7GWL77,31,clear_in,clear_ex,clear_in,clear_ex
7441,A19V3A2N7GWL77,15,ambiguous,clear_in,none,clear_ex
7442,A19V3A2N7GWL77,17,clear_in,ambiguous,none,clear_ex
7443,A19V3A2N7GWL77,11,none,ambiguous,clear_ex,none
7444,A19V3A2N7GWL77,5,none,ambiguous,clear_in,none
7445,A19V3A2N7GWL77,6,clear_in,clear_in,ambiguous,none
7446,A19V3A2N7GWL77,3,clear_in,none,ambiguous,none
7447,A19V3A2N7GWL77,22,clear_in,clear_ex,none,none
7448,A19V3A2N7GWL77,8,clear_ex,clear_in,clear_ex,clear_in
7449,A19V3A2N7GWL77,21,none,clear_in,clear_in,none
7450,A19V3A2N7GWL77,12,none,clear_in,none,clear_ex
7451,A19V3A2N7GWL77,27,none,none,none,clear_ex
7452,A19V3A2N7GWL77,30,ambiguous,clear_in,clear_in,none
7453,A19V3A2N7GWL77,20,none,ambiguous,none,clear_ex
7454,A19V3A2N7GWL77,13,ambiguous,clear_ex,none,none
7455,A19V3A2N7GWL77,25,none,clear_in,clear_ex,none
7456,A19V3A2N7GWL77,2,clear_ex,clear_ex,clear_ex,none
7457,A19V3A2N7GWL77,24,ambiguous,ambiguous,ambiguous,none
7458,A19V3A2N7GWL77,1,none,ambiguous,clear_in,clear_ex
7459,A19V3A2N7GWL77,19,none,ambiguous,ambiguous,none
7460,A19V3A2N7GWL77,18,ambiguous,none,clear_in,clear_ex
7461,A19V3A2N7GWL77,9,clear_ex,none,clear_ex,none
7462,A19V3A2N7GWL77,4,clear_ex,clear_ex,ambiguous,none
7463,A19V3A2N7GWL77,26,ambiguous,none,ambiguous,clear_ex
7464,A19V3A2N7GWL77,28,clear_ex,none,none,clear_in
7465,A19V3A2N7GWL77,16,clear_ex,clear_in,ambiguous,none
7466,A19V3A2N7GWL77,14,ambiguous,clear_in,clear_in,clear_ex
7467,A19V3A2N7GWL77,23,none,clear_ex,ambiguous,clear_ex
7468,A19V3A2N7GWL77,10,ambiguous,clear_in,clear_ex,clear_ex
7469,A19V3A2N7GWL77,7,clear_in,none,ambiguous,clear_ex
7470,A19V3A2N7GWL77,29,clear_in,clear_ex,none,clear_in
7471,A3RGIKEI8JS2QG,21,clear_ex,clear_in,none,none
7472,A3RGIKEI8JS2QG,6,clear_in,none,clear_in,clear_in
7473,A3RGIKEI8JS2QG,17,clear_ex,clear_in,clear_ex,clear_in
7474,A3RGIKEI8JS2QG,15,clear_in,none,clear_in,none
7475,A3RGIKEI8JS2QG,9,clear_ex,clear_in,ambiguous,clear_ex
7476,A3RGIKEI8JS2QG,13,ambiguous,clear_in,clear_in,clear_ex
7477,A3RGIKEI8JS2QG,11,none,clear_ex,clear_in,clear_in
7478,A3RGIKEI8JS2QG,5,clear_in,clear_in,clear_in,clear_ex
7479,A3RGIKEI8JS2QG,25,none,clear_in,clear_in,clear_ex
7480,A3RGIKEI8JS2QG,1,ambiguous,clear_in,none,clear_in
7481,A3RGIKEI8JS2QG,30,clear_in,clear_in,ambiguous,clear_in
7482,A3RGIKEI8JS2QG,27,clear_in,ambiguous,clear_ex,clear_ex
7483,A3RGIKEI8JS2QG,2,ambiguous,clear_in,ambiguous,clear_in
7484,A3RGIKEI8JS2QG,3,ambiguous,none,clear_in,none
7485,A3RGIKEI8JS2QG,31,none,clear_in,none,none
7486,A3RGIKEI8JS2QG,10,clear_in,none,clear_ex,none
7487,A3RGIKEI8JS2QG,4,none,clear_in,clear_in,clear_in
7488,A3RGIKEI8JS2QG,29,none,clear_in,ambiguous,clear_in
7489,A3RGIKEI8JS2QG,18,none,ambiguous,clear_in,clear_in
7490,A3RGIKEI8JS2QG,20,clear_in,clear_ex,ambiguous,none
7491,A3RGIKEI8JS2QG,19,clear_ex,ambiguous,clear_in,clear_in
7492,A3RGIKEI8JS2QG,26,ambiguous,clear_in,none,none
7493,A3RGIKEI8JS2QG,14,clear_in,clear_in,ambiguous,none
7494,A3RGIKEI8JS2QG,23,clear_in,clear_ex,clear_in,clear_in
7495,A3RGIKEI8JS2QG,12,ambiguous,clear_in,none,clear_ex
7496,A3RGIKEI8JS2QG,28,clear_in,clear_in,clear_in,none
7497,A3RGIKEI8JS2QG,24,clear_in,clear_ex,clear_in,none
7498,A3RGIKEI8JS2QG,22,ambiguous,clear_in,ambiguous,none
7499,A3RGIKEI8JS2QG,16,ambiguous,clear_in,clear_in,none
7500,A3RGIKEI8JS2QG,7,clear_ex,ambiguous,clear_in,none
7501,A3RGIKEI8JS2QG,8,clear_ex,clear_in,none,clear_in
7502,A36QB5I9TY8YE2,29,clear_ex,clear_ex,ambiguous,clear_in
7503,A36QB5I9TY8YE2,13,clear_ex,ambiguous,none,clear_in
7504,A36QB5I9TY8YE2,15,none,none,ambiguous,none
7505,A36QB5I9TY8YE2,8,clear_in,clear_ex,clear_in,clear_in
7506,A36QB5I9TY8YE2,31,ambiguous,clear_ex,none,clear_in
7507,A36QB5I9TY8YE2,18,none,clear_ex,ambiguous,none
7508,A36QB5I9TY8YE2,28,clear_ex,ambiguous,ambiguous,none
7509,A36QB5I9TY8YE2,20,none,ambiguous,clear_ex,none
7510,A36QB5I9TY8YE2,6,clear_ex,none,none,clear_in
7511,A36QB5I9TY8YE2,23,clear_in,clear_in,ambiguous,clear_ex
7512,A36QB5I9TY8YE2,11,clear_in,clear_ex,none,clear_in
7513,A36QB5I9TY8YE2,2,clear_ex,none,ambiguous,none
7514,A36QB5I9TY8YE2,30,clear_in,clear_in,clear_in,none
7515,A36QB5I9TY8YE2,16,none,clear_ex,none,none
7516,A36QB5I9TY8YE2,17,clear_ex,clear_ex,ambiguous,clear_ex
7517,A36QB5I9TY8YE2,24,none,ambiguous,none,clear_in
7518,A36QB5I9TY8YE2,14,clear_in,clear_in,clear_in,clear_ex
7519,A36QB5I9TY8YE2,3,none,none,clear_ex,none
7520,A36QB5I9TY8YE2,10,none,none,clear_in,clear_ex
7521,A36QB5I9TY8YE2,21,clear_ex,ambiguous,clear_ex,clear_in
7522,A36QB5I9TY8YE2,26,ambiguous,none,ambiguous,none
7523,A36QB5I9TY8YE2,22,ambiguous,none,clear_ex,none
7524,A36QB5I9TY8YE2,4,ambiguous,clear_ex,clear_ex,clear_ex
7525,A36QB5I9TY8YE2,19,none,clear_in,ambiguous,none
7526,A36QB5I9TY8YE2,5,clear_in,none,clear_ex,clear_ex
7527,A36QB5I9TY8YE2,12,clear_in,clear_ex,clear_ex,none
7528,A36QB5I9TY8YE2,1,ambiguous,ambiguous,clear_ex,clear_in
7529,A36QB5I9TY8YE2,27,clear_ex,none,clear_ex,clear_in
7530,A36QB5I9TY8YE2,9,ambiguous,ambiguous,clear_ex,none
7531,A36QB5I9TY8YE2,25,none,none,clear_in,none
7532,A36QB5I9TY8YE2,7,clear_in,clear_ex,clear_ex,clear_in
7533,A19ATLCQ7YUU88,20,clear_ex,clear_ex,clear_in,clear_in
7534,A19ATLCQ7YUU88,18,none,ambiguous,none,clear_ex
7535,A19ATLCQ7YUU88,11,clear_in,clear_ex,clear_ex,clear_ex
7536,A19ATLCQ7YUU88,24,clear_ex,none,clear_in,clear_ex
7537,A19ATLCQ7YUU88,15,none,clear_ex,clear_ex,clear_in
7538,A19ATLCQ7YUU88,30,clear_in,none,none,clear_in
7539,A19ATLCQ7YUU88,9,clear_ex,clear_in,ambiguous,clear_in
7540,A19ATLCQ7YUU88,10,clear_ex,clear_in,clear_ex,none
7541,A19ATLCQ7YUU88,26,ambiguous,clear_ex,none,clear_in
7542,A19ATLCQ7YUU88,31,ambiguous,ambiguous,clear_in,clear_in
7543,A19ATLCQ7YUU88,22,ambiguous,ambiguous,none,none
7544,A19ATLCQ7YUU88,14,clear_ex,none,none,clear_ex
7545,A19ATLCQ7YUU88,25,clear_ex,ambiguous,clear_in,none
7546,A19ATLCQ7YUU88,28,ambiguous,none,ambiguous,none
7547,A19ATLCQ7YUU88,8,ambiguous,ambiguous,none,clear_in
7548,A19ATLCQ7YUU88,3,ambiguous,clear_in,clear_in,clear_in
7549,A19ATLCQ7YUU88,21,clear_ex,none,clear_ex,clear_in
7550,A19ATLCQ7YUU88,27,clear_ex,clear_ex,none,none
7551,A19ATLCQ7YUU88,29,clear_ex,clear_in,clear_ex,clear_ex
7552,A19ATLCQ7YUU88,16,ambiguous,ambiguous,clear_in,clear_ex
7553,A19ATLCQ7YUU88,1,ambiguous,clear_ex,clear_ex,clear_ex
7554,A19ATLCQ7YUU88,12,ambiguous,clear_ex,ambiguous,clear_ex
7555,A19ATLCQ7YUU88,23,clear_in,none,none,none
7556,A19ATLCQ7YUU88,2,ambiguous,clear_ex,clear_ex,clear_in
7557,A19ATLCQ7YUU88,17,clear_ex,none,ambiguous,none
7558,A19ATLCQ7YUU88,13,clear_in,clear_in,clear_ex,clear_ex
7559,A19ATLCQ7YUU88,7,clear_in,clear_in,ambiguous,none
7560,A19ATLCQ7YUU88,4,none,none,clear_ex,clear_ex
7561,A19ATLCQ7YUU88,19,clear_in,clear_in,clear_in,none
7562,A19ATLCQ7YUU88,5,clear_ex,clear_in,clear_in,none
7563,A19ATLCQ7YUU88,6,clear_ex,ambiguous,ambiguous,clear_in
7564,AA3I6BSPTQ96P,2,ambiguous,clear_in,clear_ex,clear_in
7565,AA3I6BSPTQ96P,29,none,none,clear_in,clear_ex
7566,AA3I6BSPTQ96P,26,clear_in,none,clear_in,none
7567,AA3I6BSPTQ96P,31,ambiguous,clear_in,ambiguous,clear_in
7568,AA3I6BSPTQ96P,11,ambiguous,clear_in,clear_ex,clear_ex
7569,AA3I6BSPTQ96P,9,clear_ex,ambiguous,clear_in,clear_ex
7570,AA3I6BSPTQ96P,5,none,clear_in,ambiguous,none
7571,AA3I6BSPTQ96P,6,none,clear_in,clear_in,clear_in
7572,AA3I6BSPTQ96P,14,clear_ex,clear_in,clear_in,none
7573,AA3I6BSPTQ96P,8,clear_ex,clear_in,none,none
7574,AA3I6BSPTQ96P,12,none,clear_in,none,clear_ex
7575,AA3I6BSPTQ96P,24,none,clear_in,ambiguous,clear_ex
7576,AA3I6BSPTQ96P,22,clear_in,clear_ex,ambiguous,clear_ex
7577,AA3I6BSPTQ96P,13,ambiguous,none,clear_in,none
7578,AA3I6BSPTQ96P,30,clear_in,clear_in,none,none
7579,AA3I6BSPTQ96P,17,ambiguous,clear_in,clear_in,clear_ex
7580,AA3I6BSPTQ96P,7,clear_ex,clear_in,clear_in,clear_in
7581,AA3I6BSPTQ96P,1,ambiguous,clear_in,ambiguous,clear_ex
7582,AA3I6BSPTQ96P,28,ambiguous,clear_in,none,none
7583,AA3I6BSPTQ96P,19,clear_in,clear_in,none,clear_ex
7584,AA3I6BSPTQ96P,23,clear_ex,none,clear_in,clear_in
7585,AA3I6BSPTQ96P,20,ambiguous,clear_ex,clear_in,none
7586,AA3I6BSPTQ96P,15,ambiguous,none,clear_in,clear_in
7587,AA3I6BSPTQ96P,16,clear_in,ambiguous,clear_ex,clear_ex
7588,AA3I6BSPTQ96P,21,clear_in,clear_ex,none,none
7589,AA3I6BSPTQ96P,10,clear_in,clear_ex,clear_in,clear_in
7590,AA3I6BSPTQ96P,4,ambiguous,clear_ex,clear_in,clear_ex
7591,AA3I6BSPTQ96P,3,clear_in,none,ambiguous,none
7592,AA3I6BSPTQ96P,25,clear_in,clear_in,clear_ex,clear_in
7593,AA3I6BSPTQ96P,18,clear_in,ambiguous,ambiguous,clear_in
7594,AA3I6BSPTQ96P,27,clear_in,none,clear_in,clear_ex
7595,A3SUUPLFBSG1T9,8,clear_in,none,clear_in,clear_in
7596,A3SUUPLFBSG1T9,1,clear_in,clear_in,none,none
7597,A3SUUPLFBSG1T9,14,clear_in,clear_in,clear_in,none
7598,A3SUUPLFBSG1T9,22,clear_in,none,clear_in,none
7599,A3SUUPLFBSG1T9,3,clear_in,clear_in,clear_in,clear_in
7600,A3SUUPLFBSG1T9,5,none,clear_in,clear_in,none
7601,A3SUUPLFBSG1T9,2,clear_in,none,none,clear_in
7602,A3SUUPLFBSG1T9,15,none,none,clear_in,none
7603,A3SUUPLFBSG1T9,27,clear_in,clear_in,none,clear_in
7604,A3SUUPLFBSG1T9,25,none,none,clear_in,clear_in
7605,A3SUUPLFBSG1T9,21,none,clear_in,none,clear_in
7606,A3SUUPLFBSG1T9,4,none,clear_in,clear_in,clear_in
7607,A3SUUPLFBSG1T9,26,none,clear_in,none,none
7608,A3SUUPLFBSG1T9,10,clear_in,none,none,none
7609,A3SUUPLFBSG1T9,6,none,clear_in,clear_in,clear_in
7610,A3SUUPLFBSG1T9,19,none,clear_in,none,clear_in
7611,A3SUUPLFBSG1T9,20,clear_in,none,clear_in,none
7612,A3SUUPLFBSG1T9,16,none,none,clear_in,clear_in
7613,A3SUUPLFBSG1T9,11,clear_in,clear_in,clear_in,clear_in
7614,A3SUUPLFBSG1T9,17,clear_in,clear_in,clear_in,none
7615,A3SUUPLFBSG1T9,7,clear_in,none,clear_in,clear_in
7616,A3SUUPLFBSG1T9,29,clear_in,clear_in,none,clear_in
7617,A3SUUPLFBSG1T9,30,none,none,clear_in,none
7618,A3SUUPLFBSG1T9,18,none,clear_in,none,none
7619,A3SUUPLFBSG1T9,31,clear_in,none,none,none
7620,A3SUUPLFBSG1T9,23,clear_in,none,none,clear_in
7621,A3SUUPLFBSG1T9,28,none,clear_in,clear_in,none
7622,A3SUUPLFBSG1T9,24,clear_in,clear_in,none,none
7623,A3SUUPLFBSG1T9,13,clear_in,clear_in,none,clear_in
7624,A3SUUPLFBSG1T9,12,none,none,clear_in,clear_in
7625,A3SUUPLFBSG1T9,9,none,none,clear_in,none
7626,A16SH7JUOTPBP,8,ambiguous,clear_in,clear_ex,clear_in
7627,A16SH7JUOTPBP,10,clear_in,ambiguous,none,clear_ex
7628,A16SH7JUOTPBP,1,clear_in,clear_ex,ambiguous,clear_in
7629,A16SH7JUOTPBP,23,none,none,ambiguous,clear_ex
7630,A16SH7JUOTPBP,7,clear_ex,clear_ex,none,none
7631,A16SH7JUOTPBP,21,ambiguous,clear_ex,ambiguous,clear_in
7632,A16SH7JUOTPBP,14,clear_ex,ambiguous,clear_in,clear_ex
7633,A16SH7JUOTPBP,6,none,clear_ex,ambiguous,clear_ex
7634,A16SH7JUOTPBP,25,none,clear_in,clear_in,clear_ex
7635,A16SH7JUOTPBP,28,none,none,clear_in,none
7636,A16SH7JUOTPBP,22,ambiguous,clear_ex,ambiguous,none
7637,A16SH7JUOTPBP,27,ambiguous,none,clear_in,none
7638,A16SH7JUOTPBP,19,ambiguous,ambiguous,ambiguous,clear_ex
7639,A16SH7JUOTPBP,4,none,ambiguous,none,none
7640,A16SH7JUOTPBP,5,clear_ex,none,clear_in,clear_in
7641,A16SH7JUOTPBP,15,clear_in,clear_ex,clear_ex,none
7642,A16SH7JUOTPBP,31,ambiguous,none,none,clear_ex
7643,A16SH7JUOTPBP,30,none,ambiguous,clear_ex,clear_ex
7644,A16SH7JUOTPBP,12,clear_ex,clear_ex,clear_in,clear_ex
7645,A16SH7JUOTPBP,3,clear_in,clear_ex,clear_ex,clear_ex
7646,A16SH7JUOTPBP,13,clear_in,clear_in,clear_ex,none
7647,A16SH7JUOTPBP,24,ambiguous,clear_in,ambiguous,none
7648,A16SH7JUOTPBP,29,clear_in,ambiguous,none,none
7649,A16SH7JUOTPBP,20,clear_in,none,ambiguous,none
7650,A16SH7JUOTPBP,18,ambiguous,clear_in,clear_in,clear_in
7651,A16SH7JUOTPBP,26,none,clear_in,clear_ex,none
7652,A16SH7JUOTPBP,16,clear_in,none,clear_in,clear_in
7653,A16SH7JUOTPBP,17,clear_ex,none,ambiguous,clear_in
7654,A16SH7JUOTPBP,9,none,ambiguous,clear_ex,none
7655,A16SH7JUOTPBP,2,clear_ex,clear_in,clear_ex,clear_ex
7656,A16SH7JUOTPBP,11,clear_in,ambiguous,ambiguous,clear_in
7657,A35ZMCD96J7HQO,3,clear_in,clear_in,none,clear_in
7658,A35ZMCD96J7HQO,10,none,clear_in,clear_in,clear_in
7659,A35ZMCD96J7HQO,1,clear_in,clear_in,clear_in,none
7660,A35ZMCD96J7HQO,17,clear_in,clear_in,clear_in,clear_in
7661,A35ZMCD96J7HQO,12,none,clear_in,clear_in,none
7662,A35ZMCD96J7HQO,29,none,clear_in,none,none
7663,A35ZMCD96J7HQO,21,none,none,clear_in,clear_in
7664,A35ZMCD96J7HQO,27,clear_in,none,clear_in,none
7665,A35ZMCD96J7HQO,11,clear_in,none,none,clear_in
7666,A35ZMCD96J7HQO,28,clear_in,none,none,none
7667,A35ZMCD96J7HQO,18,none,none,clear_in,none
7668,A35ZMCD96J7HQO,8,none,clear_in,none,clear_in
7669,A35ZMCD96J7HQO,22,clear_in,clear_in,none,none
7670,A35ZMCD96J7HQO,30,clear_in,none,clear_in,clear_in
